character x y
l 6.15898323059082 -9.757660865783691
a -5.930353164672852 -5.402721405029297
g 15.213848114013672 -0.2113514542579651
o -15.18612003326416 -1.0347084999084473
b 23.777198791503906 2.472071886062622
r 2.202808141708374 -8.243234634399414
m 20.00640106201172 4.390843391418457
e -7.656711578369141 -14.884843826293945
u -10.292612075805664 5.57937479019165
t 18.67500114440918 9.654888153076172
i -7.382748126983643 16.87579917907715
c 15.599164009094238 5.289213180541992
n 11.356240272521973 -9.324498176574707
w -5.08009147644043 3.788989305496216
k 16.74921989440918 2.5363378524780273
v -2.1295082569122314 1.9790902137756348
s 7.540606498718262 15.39932918548584
d 18.72980308532715 12.077356338500977
h 10.401941299438477 -1.9607582092285156
y -6.834927082061768 12.668851852416992
p 24.241472244262695 5.421286106109619
f 21.512378692626953 -1.1089375019073486
j 0.1529267430305481 6.42753267288208
x 8.657859802246094 8.536423683166504
ĝ 13.777118682861328 7.112090110778809
ö -16.230249404907227 9.303143501281738
æ -13.156091690063477 -9.683486938476562
þ 3.3199462890625 -1.102515697479248
ð 2.410616397857666 -2.3048882484436035
ē -13.354303359985352 -10.855794906616211
à -4.45156717300415 -7.587481498718262
è -11.07835865020752 -16.155925750732422
ò -17.737564086914062 1.2160284519195557
ا -7.899474143981934 -6.923344135284424
ن 10.575868606567383 -9.821195602416992
ج 13.07888126373291 8.284356117248535
ل 6.430000305175781 -10.56185245513916
ت 20.660552978515625 9.881417274475098
ر 3.8655624389648438 -6.979740619659424
م 21.17509651184082 4.143857955932617
ح 9.170879364013672 -2.9135255813598633
د 19.621915817260742 11.954556465148926
ي -8.499092102050781 15.424311637878418
ف 20.55682945251465 -0.15562030673027039
س 4.933537006378174 15.916879653930664
و -7.882315635681152 3.9144856929779053
ق 15.349928855895996 -4.512789249420166
ب 23.14415168762207 2.669609785079956
غ 14.708861351013184 -3.9331769943237305
ع -3.523488998413086 -12.503644943237305
ة -4.1481733322143555 -6.004549980163574
ص 6.123134613037109 15.920608520507812
ز 4.4766926765441895 3.5849082469940186
ط 20.00249481201172 9.650228500366211
ش 3.9638898372650146 13.451473236083984
ه 7.4007792472839355 -2.5213205814361572
آ -7.117502689361572 -8.08887004852295
خ 10.720780372619629 2.215644359588623
چ 13.258502960205078 10.863978385925293
á -11.887042045593262 -7.293129920959473
í -2.180623769760132 12.77407169342041
ñ 8.883794784545898 -7.050184726715088
ó -15.572614669799805 -3.398679494857788
z 3.3644864559173584 4.383979797363281
ü -15.377449035644531 5.909813404083252
ə -10.047327041625977 -12.072245597839355
ı -12.498917579650879 9.247068405151367
ş 5.6799397468566895 11.12661075592041
q 13.375478744506836 3.077864408493042
ç 11.286626815795898 12.841843605041504
ğ 11.848658561706543 -2.4773499965667725
ی -9.528985977172852 15.066716194152832
ک 19.264875411987305 0.639573335647583
č 12.06419563293457 11.046929359436035
ž 3.924973249435425 8.922707557678223
ù -13.358304977416992 3.5703959465026855
ʃ 5.255187511444092 12.129303932189941
ɔ -18.772872924804688 -0.3895873725414276
ɾ 2.2269253730773926 -7.543578624725342
ŋ 12.312179565429688 -6.542754173278809
ú -10.04728889465332 2.606110095977783
ɛ -10.490221977233887 -15.207175254821777
é -12.567312240600586 -14.929754257202148
β -2.5073318481445312 2.2609987258911133
ï 11.913198471069336 15.721053123474121
ě -15.215056419372559 -14.020902633666992
ý -3.0378565788269043 12.495183944702148
ů -10.305325508117676 4.022983551025391
ř 1.1136250495910645 -6.35323429107666
š 4.711070537567139 10.578269004821777
ɪ -5.875988483428955 16.798376083374023
ň 11.05002498626709 -6.952113628387451
ť 18.686586380004883 6.973809242248535
ă -11.118971824645996 -11.277487754821777
ê -8.245841026306152 -16.639659881591797
ô -11.120465278625488 -2.901850938796997
û -9.678123474121094 4.761036396026611
â -9.544292449951172 -4.224817276000977
ë -11.630953788757324 -12.166434288024902
ä -11.75719928741455 -17.199491500854492
ì -4.49771785736084 18.54762840270996
î -3.985719680786133 11.59600830078125
ø -16.270893096923828 10.165257453918457
å -19.410037994384766 2.2913031578063965
ß 5.645505905151367 14.248428344726562
χ 10.374371528625488 0.9507929086685181
ś 2.964813709259033 11.13895320892334
ł -4.0408453941345215 2.7201945781707764
