character x y
<unk> -17.287992477416992 1.8568730354309082
l -14.294469833374023 3.7866029739379883
a -3.616443395614624 -19.37844467163086
g 10.220352172851562 8.727034568786621
o -28.375011444091797 -12.72861385345459
- 15.465038299560547 -14.575783729553223
т 20.98211097717285 31.924257278442383
ә -15.237525939941406 -26.601545333862305
а -6.063735008239746 -20.76638412475586
ж -15.869007110595703 23.406736373901367
ь 9.81412410736084 -13.353246688842773
ы -8.772730827331543 -27.596115112304688
р -10.630871772766113 -0.04397069290280342
н -12.180951118469238 11.132362365722656
й 2.6006457805633545 -11.896722793579102
д 17.043039321899414 35.6029167175293
ц -3.7262625694274902 34.432342529296875
b 23.328075408935547 18.071941375732422
r -11.223859786987305 -1.3907805681228638
m 31.46176528930664 16.119770050048828
e -18.568557739257812 -31.1409969329834
u -19.554519653320312 -13.674605369567871
t 21.94378089904785 32.77198791503906
к 12.780352592468262 16.417200088500977
ъ 8.362107276916504 -18.17599105834961
э -8.060949325561523 -33.49311828613281
б 25.329336166381836 17.759822845458984
г 8.039778709411621 8.273807525634766
о -28.04633140563965 -10.018377304077148
х 7.8349199295043945 -1.404085397720337
у -22.59722137451172 -10.260101318359375
л -12.584456443786621 4.799178123474121
ш -17.786285400390625 24.73308563232422
з -9.466280937194824 29.670246124267578
п 24.39521026611328 11.039063453674316
i -5.028868198394775 -32.11425018310547
ӏ 9.418039321899414 -11.17977523803711
с -14.315520286560059 37.496700286865234
и -6.607247352600098 -35.96746063232422
щ 13.932426452636719 12.107625007629395
я -8.266579627990723 -21.233943939208984
е -17.895063400268555 -32.247562408447266
ч -0.7541238069534302 28.261640548706055
м 31.06236457824707 16.837705612182617
ф 18.306354522705078 15.720447540283203
c 7.827540874481201 21.7021541595459
n -11.765101432800293 10.423766136169434
в -1.129086971282959 0.4138145446777344
w -18.568843841552734 -7.496818542480469
k 11.685805320739746 17.61958885192871
v -1.5678573846817017 1.677175521850586
s -13.917692184448242 35.20146560668945
d 16.66775894165039 35.33153533935547
h 14.738086700439453 -7.3166704177856445
y -22.53464126586914 -27.468076705932617
p 24.4544734954834 11.732583045959473
f 17.319984436035156 14.691495895385742
j 2.150028944015503 -13.401930809020996
' 15.733111381530762 -12.199300765991211
ア -2.701784133911133 -18.233966827392578
レ -11.922518730163574 -3.2800445556640625
x -3.452394485473633 21.431806564331055
ĝ 4.7729902267456055 29.06389617919922
ј 2.3513216972351074 -12.69615364074707
ö -15.608592987060547 -19.133203506469727
æ -13.082937240600586 -24.56551170349121
þ 11.089509963989258 33.987247467041016
: 17.57637596130371 -11.726922988891602
/ 17.972126007080078 -5.110018253326416
2 19.89674949645996 6.41828727722168
0 -23.835538864135742 -12.460123062133789
1 -0.8024526238441467 -2.636401653289795
4 -16.14522933959961 8.859050750732422
ð 11.219718933105469 35.14992904663086
ē -13.713550567626953 -25.186737060546875
à -5.096664905548096 -16.768085479736328
è -14.26147747039795 -28.671417236328125
ò -31.648937225341797 -10.575629234313965
ا -4.941420078277588 -22.43069076538086
ن -9.217714309692383 10.765054702758789
ج 2.953014612197876 29.750898361206055
ل -16.377107620239258 4.521740913391113
ت 19.69792938232422 30.221620559692383
ر -8.952709197998047 -2.066534996032715
م 30.812395095825195 19.60728645324707
ح 13.027688026428223 -5.415332794189453
د 17.554706573486328 37.408912658691406
ي -1.4342676401138306 -30.480892181396484
ف 17.071163177490234 16.105710983276367
س -12.367786407470703 33.408817291259766
